Read_ID,Date_Key,Utility_Key,Vendor_Key,Customer_Key,Consumption_kWh,Cost,Revenue,Profit
2067,6180,1,2,35,37.25,3.72,5.59,1.87
2068,1382,3,3,16,33.56,3.36,5.03,1.67
2069,3040,3,3,17,28.5,2.85,4.27,1.42
2070,3079,1,3,18,5.4,0.54,0.81,0.27
2071,1497,3,2,10,10.78,1.08,1.62,0.54
2072,8436,3,3,8,27.6,2.76,4.14,1.38
2073,4438,3,3,43,28.89,2.89,4.33,1.44
2074,5661,1,2,11,6.62,0.66,0.99,0.33
2075,2502,2,2,13,10.41,1.04,1.56,0.52
2076,2298,2,1,47,31.67,3.17,4.75,1.58
2077,2799,1,3,42,42.69,4.27,6.4,2.13
2078,7807,1,1,36,10.9,1.09,1.64,0.55
2079,1890,2,3,29,45.69,4.57,6.85,2.28
2080,6487,3,1,47,42.25,4.23,6.34,2.11
2081,4605,2,3,9,30.77,3.08,4.62,1.54
2082,4856,3,2,39,49.69,4.97,7.45,2.48
2083,6255,2,1,48,48.08,4.81,7.21,2.4
2084,4462,1,2,45,26.42,2.64,3.96,1.32
2085,3660,2,2,42,42.64,4.26,6.4,2.14
2086,2790,1,2,23,5.23,0.52,0.78,0.26
2087,7885,2,1,13,49.22,4.92,7.38,2.46
2088,2082,2,1,24,10.31,1.03,1.55,0.52
2089,5283,2,1,50,19.17,1.92,2.88,0.96
2090,1863,2,3,49,18.34,1.83,2.75,0.92
2091,5488,2,2,21,13.81,1.38,2.07,0.69
2092,5236,1,1,33,22.7,2.27,3.4,1.13
2093,149,2,2,3,14.99,1.5,2.25,0.75
2094,365,2,3,22,22.61,2.26,3.39,1.13
2095,8523,2,2,40,29.37,2.94,4.41,1.47
2096,4361,2,3,32,36.96,3.7,5.54,1.84
2097,1770,1,3,11,34.27,3.43,5.14,1.71
2098,2778,3,2,45,5.22,0.52,0.78,0.26
2099,6071,1,3,48,27.77,2.78,4.17,1.39
2100,6245,1,3,28,49.55,4.96,7.43,2.47
2101,2297,3,1,45,43.04,4.3,6.46,2.16
2102,6517,3,1,48,47.89,4.79,7.18,2.39
2103,7564,2,1,48,43.77,4.38,6.57,2.19
2104,6003,1,1,20,43.75,4.38,6.56,2.18
2105,5841,2,2,3,25.86,2.59,3.88,1.29
2106,5670,2,1,42,29.57,2.96,4.44,1.48
2107,3667,1,2,40,16.63,1.66,2.49,0.83
2108,6574,2,2,16,48.49,4.85,7.27,2.42
2109,1982,3,1,44,23.67,2.37,3.55,1.18
2110,5537,3,1,14,9.79,0.98,1.47,0.49
2111,3289,1,3,23,22.27,2.23,3.34,1.11
2112,4111,2,1,11,45.69,4.57,6.85,2.28
2113,1134,2,2,44,42.16,4.22,6.32,2.1
2114,8038,2,2,24,5.26,0.53,0.79,0.26
2115,5029,1,3,43,7.36,0.74,1.1,0.36
2116,2217,1,3,9,6.91,0.69,1.04,0.35
2117,824,2,2,27,10.41,1.04,1.56,0.52
2118,5427,2,3,4,47.71,4.77,7.16,2.39
2119,1566,3,1,16,18.73,1.87,2.81,0.94
2120,3417,1,1,11,49.21,4.92,7.38,2.46
2121,5727,1,1,38,6.36,0.64,0.95,0.31
2122,8718,1,3,39,30.05,3.01,4.51,1.5
2123,5989,3,1,45,8.77,0.88,1.32,0.44
2124,944,2,1,40,28.76,2.88,4.31,1.43
2125,1846,1,2,42,49.7,4.97,7.46,2.49
2126,5924,3,1,12,19.69,1.97,2.95,0.98
2127,3703,3,3,15,20.33,2.03,3.05,1.02
2128,5976,1,2,47,25.3,2.53,3.8,1.27
2129,6905,1,2,41,24.06,2.41,3.61,1.2
2130,5728,3,1,43,37.01,3.7,5.55,1.85
2131,8190,3,3,28,24.4,2.44,3.66,1.22
2132,217,1,2,48,5.21,0.52,0.78,0.26
2133,6374,2,2,23,17.25,1.72,2.59,0.87
2134,8321,2,2,40,12.32,1.23,1.85,0.62
2135,7029,2,3,8,14.85,1.48,2.23,0.75
2136,1764,1,3,24,28.18,2.82,4.23,1.41
2137,8474,3,2,44,25.28,2.53,3.79,1.26
2138,4708,2,1,13,42.22,4.22,6.33,2.11
2139,8302,3,3,26,42.74,4.27,6.41,2.14
2140,1253,2,2,10,30.52,3.05,4.58,1.53
2141,8365,3,3,5,21.61,2.16,3.24,1.08
2142,3846,3,1,10,37.97,3.8,5.7,1.9
2143,2273,2,1,1,36.64,3.66,5.5,1.84
2144,393,2,3,36,9.61,0.96,1.44,0.48
2145,1247,2,3,7,35.44,3.54,5.32,1.78
2146,2712,2,2,31,22.16,2.22,3.32,1.1
2147,2644,1,2,5,11.22,1.12,1.68,0.56
2148,7819,3,2,1,48.44,4.84,7.27,2.43
2149,7434,2,2,17,31.29,3.13,4.69,1.56
2150,5101,3,1,32,11.99,1.2,1.8,0.6
2151,2684,1,3,45,43.62,4.36,6.54,2.18
2152,8353,2,3,7,16.02,1.6,2.4,0.8
2153,5506,1,2,34,14.38,1.44,2.16,0.72
2154,3264,2,2,6,28.32,2.83,4.25,1.42
2155,6858,1,2,36,28.61,2.86,4.29,1.43
2156,6840,1,3,37,15.78,1.58,2.37,0.79
2157,4164,2,1,24,17.31,1.73,2.6,0.87
2158,6306,1,1,12,9.72,0.97,1.46,0.49
2159,3675,3,1,37,45.18,4.52,6.78,2.26
2160,2962,1,1,37,35.26,3.53,5.29,1.76
2161,3587,1,2,4,40.17,4.02,6.03,2.01
2162,6176,3,1,8,22.18,2.22,3.33,1.11
2163,5093,3,2,13,36.75,3.68,5.51,1.83
2164,3547,2,1,32,39.09,3.91,5.86,1.95
2165,3279,3,3,49,39.7,3.97,5.96,1.99
2166,8671,3,2,7,17.32,1.73,2.6,0.87
2167,3723,2,2,25,8.08,0.81,1.21,0.4
2168,4293,3,3,28,33.95,3.4,5.09,1.69
2169,2294,1,3,28,21.8,2.18,3.27,1.09
2170,8661,1,1,7,6.54,0.65,0.98,0.33
2171,2704,3,1,23,33.3,3.33,4.99,1.66
2172,5021,2,2,10,40.83,4.08,6.12,2.04
2173,8218,2,1,22,8.77,0.88,1.32,0.44
2174,1216,1,1,45,18.2,1.82,2.73,0.91
2175,6256,3,2,8,21.9,2.19,3.28,1.09
2176,1356,1,1,18,46.45,4.65,6.97,2.32
2177,33,2,2,6,47.71,4.77,7.16,2.39
2178,5526,2,1,19,48.33,4.83,7.25,2.42
2179,8665,1,2,47,24.69,2.47,3.7,1.23
2180,7611,3,1,11,22.6,2.26,3.39,1.13
2181,633,1,1,19,37.22,3.72,5.58,1.86
2182,6675,1,2,9,30.42,3.04,4.56,1.52
2183,619,1,2,33,13.76,1.38,2.06,0.68
2184,7527,3,1,35,37.88,3.79,5.68,1.89
2185,1636,3,2,31,19.29,1.93,2.89,0.96
2186,5953,1,2,4,31.18,3.12,4.68,1.56
2187,7591,2,1,28,10.48,1.05,1.57,0.52
2188,4656,2,3,41,32.66,3.27,4.9,1.63
2189,968,1,2,12,44.78,4.48,6.72,2.24
2190,2113,2,1,50,8.85,0.88,1.33,0.45
2191,3310,1,2,7,19.36,1.94,2.9,0.96
2192,3013,2,1,48,7.15,0.72,1.07,0.35
2193,1480,3,2,38,45.52,4.55,6.83,2.28
2194,6599,2,3,25,32.55,3.26,4.88,1.62
2195,4377,3,2,9,21.15,2.11,3.17,1.06
2196,3569,2,1,18,18.57,1.86,2.79,0.93
2197,6154,3,2,4,7.94,0.79,1.19,0.4
2198,4301,3,2,47,13.98,1.4,2.1,0.7
2199,8274,3,2,48,16.46,1.65,2.47,0.82
2200,2488,1,2,38,30.98,3.1,4.65,1.55
2201,1095,3,3,38,12.07,1.21,1.81,0.6
2202,3656,1,3,6,11.43,1.14,1.71,0.57
2203,2734,3,2,26,13.21,1.32,1.98,0.66
2204,2254,1,1,35,17.3,1.73,2.6,0.87
2205,6997,3,2,27,29.64,2.96,4.45,1.49
2206,646,3,2,42,43.3,4.33,6.49,2.16
2207,264,2,3,29,30.31,3.03,4.55,1.52
2208,6933,1,2,17,35.55,3.56,5.33,1.77
2209,2552,3,1,30,44.4,4.44,6.66,2.22
2210,8596,3,1,29,29.1,2.91,4.36,1.45
2211,4166,2,1,32,49.26,4.93,7.39,2.46
2212,6752,3,1,27,45.26,4.53,6.79,2.26
2213,1647,2,3,3,8.53,0.85,1.28,0.43
2214,3335,2,1,25,46.62,4.66,6.99,2.33
2215,3628,1,2,32,46.33,4.63,6.95,2.32
2216,3549,1,3,32,49.53,4.95,7.43,2.48
2217,4150,3,3,45,19.49,1.95,2.92,0.97
2218,3635,1,3,37,19.85,1.99,2.98,0.99
2219,3785,3,2,3,9.35,0.94,1.4,0.46
2220,3703,1,2,36,46.26,4.63,6.94,2.31
2221,4423,3,3,13,31.81,3.18,4.77,1.59
2222,3507,3,2,40,46.87,4.69,7.03,2.34
2223,4499,3,3,36,15.87,1.59,2.38,0.79
2224,7784,3,1,43,10.37,1.04,1.56,0.52
2225,8433,2,2,38,25.79,2.58,3.87,1.29
2226,5750,1,2,40,35.75,3.58,5.36,1.78
2227,1831,2,3,4,30.57,3.06,4.59,1.53
2228,498,3,2,18,7.01,0.7,1.05,0.35
2229,3301,1,2,19,40.68,4.07,6.1,2.03
2230,2489,1,2,13,17.8,1.78,2.67,0.89
2231,1088,2,2,41,29.05,2.9,4.36,1.46
2232,1333,3,3,18,9.49,0.95,1.42,0.47
2233,8519,3,3,5,21.7,2.17,3.26,1.09
2234,6014,3,3,7,25.58,2.56,3.84,1.28
2235,2540,2,2,29,14.04,1.4,2.11,0.71
2236,4322,1,2,13,38.71,3.87,5.81,1.94
2237,8499,1,1,49,9.5,0.95,1.42,0.47
2238,4991,3,2,31,36.83,3.68,5.52,1.84
2239,2360,3,3,9,19.44,1.94,2.92,0.98
2240,4580,3,2,28,5.0,0.5,0.75,0.25
2241,7678,1,3,28,44.78,4.48,6.72,2.24
2242,3148,1,3,44,27.26,2.73,4.09,1.36
2243,6092,1,3,35,32.82,3.28,4.92,1.64
2244,2348,2,3,5,30.98,3.1,4.65,1.55
2245,1844,2,1,50,42.39,4.24,6.36,2.12
2246,8709,1,3,32,5.09,0.51,0.76,0.25
2247,2584,1,2,47,25.74,2.57,3.86,1.29
2248,7843,3,3,34,39.81,3.98,5.97,1.99
2249,1061,3,3,6,32.4,3.24,4.86,1.62
2250,5525,3,2,43,7.99,0.8,1.2,0.4
2251,6909,3,1,47,38.82,3.88,5.82,1.94
2252,842,3,2,47,25.25,2.53,3.79,1.26
2253,1118,1,3,5,39.66,3.97,5.95,1.98
2254,2946,3,3,21,41.02,4.1,6.15,2.05
2255,1918,3,2,43,16.72,1.67,2.51,0.84
2256,5223,2,3,35,44.88,4.49,6.73,2.24
2257,3597,1,2,47,47.29,4.73,7.09,2.36
2258,3246,3,2,2,46.89,4.69,7.03,2.34
2259,3033,1,1,44,43.97,4.4,6.6,2.2
2260,1439,3,3,19,49.47,4.95,7.42,2.47
2261,5163,2,1,3,44.22,4.42,6.63,2.21
2262,7873,3,3,30,7.8,0.78,1.17,0.39
2263,7251,1,2,9,41.55,4.16,6.23,2.07
2264,3572,2,1,2,12.42,1.24,1.86,0.62
2265,3573,1,2,35,34.16,3.42,5.12,1.7
2266,766,1,1,24,47.21,4.72,7.08,2.36
2267,174,2,2,28,7.48,0.75,1.12,0.37
2268,5392,3,3,39,18.51,1.85,2.78,0.93
2269,3042,2,3,28,40.29,4.03,6.04,2.01
2270,736,2,3,18,14.13,1.41,2.12,0.71
2271,5072,1,1,2,48.55,4.86,7.28,2.42
2272,3821,1,2,19,41.16,4.12,6.17,2.05
2273,2214,1,3,43,48.71,4.87,7.31,2.44
2274,6893,2,1,3,25.14,2.51,3.77,1.26
2275,165,1,1,1,32.5,3.25,4.88,1.63
2276,2594,3,2,12,36.95,3.7,5.54,1.84
2277,6837,3,3,9,22.7,2.27,3.4,1.13
2278,6557,1,1,41,43.11,4.31,6.47,2.16
2279,3647,1,2,1,49.34,4.93,7.4,2.47
2280,7473,2,3,15,43.9,4.39,6.58,2.19
2281,4081,3,2,19,8.44,0.84,1.27,0.43
2282,4571,2,1,47,45.81,4.58,6.87,2.29
2283,6001,3,2,37,42.22,4.22,6.33,2.11
2284,823,1,2,5,10.73,1.07,1.61,0.54
2285,2686,3,3,10,21.99,2.2,3.3,1.1
2286,1955,3,3,17,32.78,3.28,4.92,1.64
2287,7223,2,3,43,15.65,1.57,2.35,0.78
2288,3391,2,3,20,20.89,2.09,3.13,1.04
2289,5616,3,2,48,20.26,2.03,3.04,1.01
2290,8716,1,3,43,45.36,4.54,6.8,2.26
2291,1138,3,3,22,15.45,1.54,2.32,0.78
2292,1603,1,2,26,18.62,1.86,2.79,0.93
2293,283,1,1,44,42.34,4.23,6.35,2.12
2294,7367,2,3,41,45.44,4.54,6.82,2.28
2295,2912,2,3,48,34.56,3.46,5.18,1.72
2296,6456,3,3,21,14.08,1.41,2.11,0.7
2297,5368,2,1,15,35.06,3.51,5.26,1.75
2298,8627,2,3,18,13.87,1.39,2.08,0.69
2299,2132,2,1,14,9.23,0.92,1.38,0.46
2300,4766,1,1,11,30.31,3.03,4.55,1.52
2301,1200,1,1,1,36.53,3.65,5.48,1.83
2302,4699,1,3,27,9.88,0.99,1.48,0.49
2303,7869,3,1,47,42.27,4.23,6.34,2.11
2304,6404,2,3,28,26.06,2.61,3.91,1.3
2305,6141,2,2,47,43.37,4.34,6.51,2.17
2306,244,3,3,33,35.11,3.51,5.27,1.76
2307,8185,1,2,20,49.65,4.96,7.45,2.49
2308,7881,3,1,9,40.22,4.02,6.03,2.01
2309,6969,1,1,16,40.44,4.04,6.07,2.03
2310,1133,2,2,28,9.25,0.92,1.39,0.47
2311,6756,1,2,12,33.61,3.36,5.04,1.68
2312,7716,2,3,36,24.38,2.44,3.66,1.22
2313,5165,1,2,9,43.12,4.31,6.47,2.16
2314,2235,1,1,34,26.52,2.65,3.98,1.33
2315,7497,3,3,45,12.27,1.23,1.84,0.61
2316,1415,1,2,3,41.46,4.15,6.22,2.07
2317,458,2,1,31,17.3,1.73,2.6,0.87
2318,8336,2,2,10,32.74,3.27,4.91,1.64
2319,8078,3,3,21,25.46,2.55,3.82,1.27
2320,5688,1,2,32,22.38,2.24,3.36,1.12
2321,6236,2,1,34,31.36,3.14,4.7,1.56
2322,6112,1,1,19,8.52,0.85,1.28,0.43
2323,6062,3,1,28,8.38,0.84,1.26,0.42
2324,1187,2,2,33,14.63,1.46,2.19,0.73
2325,2881,3,1,46,36.24,3.62,5.44,1.82
2326,1636,1,2,16,18.65,1.86,2.8,0.94
2327,7229,1,3,46,44.32,4.43,6.65,2.22
2328,2799,2,3,21,8.57,0.86,1.29,0.43
2329,8072,3,2,6,45.52,4.55,6.83,2.28
2330,5943,3,2,34,30.8,3.08,4.62,1.54
2331,645,2,3,5,44.81,4.48,6.72,2.24
2332,1941,3,2,34,47.01,4.7,7.05,2.35
2333,3249,2,2,21,36.19,3.62,5.43,1.81
2334,7297,2,2,1,42.49,4.25,6.37,2.12
2335,2882,2,1,16,45.78,4.58,6.87,2.29
2336,5502,1,3,50,41.68,4.17,6.25,2.08
2337,4803,3,3,5,40.45,4.05,6.07,2.02
2338,3583,3,3,48,18.66,1.87,2.8,0.93
2339,1144,1,1,10,12.21,1.22,1.83,0.61
2340,2462,3,3,9,49.63,4.96,7.44,2.48
2341,4199,3,1,13,32.07,3.21,4.81,1.6
2342,8126,2,2,1,43.38,4.34,6.51,2.17
2343,7145,1,3,24,48.8,4.88,7.32,2.44
2344,3869,2,3,27,28.49,2.85,4.27,1.42
2345,125,2,3,36,23.32,2.33,3.5,1.17
2346,4238,2,3,1,41.28,4.13,6.19,2.06
2347,1958,3,1,50,11.98,1.2,1.8,0.6
2348,281,3,2,39,19.23,1.92,2.88,0.96
2349,7750,2,2,46,44.12,4.41,6.62,2.21
2350,5885,2,2,38,5.13,0.51,0.77,0.26
2351,6731,1,3,24,14.5,1.45,2.17,0.72
2352,574,2,1,47,31.12,3.11,4.67,1.56
2353,4036,3,1,19,42.82,4.28,6.42,2.14
2354,5403,3,1,48,41.44,4.14,6.22,2.08
2355,6945,2,3,14,30.02,3.0,4.5,1.5
2356,8592,1,1,24,19.64,1.96,2.95,0.99
2357,5928,2,2,3,12.68,1.27,1.9,0.63
2358,169,3,3,1,5.87,0.59,0.88,0.29
2359,8252,2,2,28,20.82,2.08,3.12,1.04
2360,6766,3,3,41,20.06,2.01,3.01,1.0
2361,6177,3,2,4,24.46,2.45,3.67,1.22
2362,314,2,1,24,20.19,2.02,3.03,1.01
2363,4649,3,2,1,28.96,2.9,4.34,1.44
2364,3762,2,3,28,5.3,0.53,0.8,0.27
2365,3264,2,3,41,48.72,4.87,7.31,2.44
2366,577,2,3,26,10.76,1.08,1.61,0.53
2367,5381,1,3,18,25.89,2.59,3.88,1.29
2368,5963,2,1,5,24.84,2.48,3.73,1.25
2369,3677,3,3,13,21.79,2.18,3.27,1.09
2370,5697,1,2,7,8.19,0.82,1.23,0.41
2371,4214,1,3,28,43.18,4.32,6.48,2.16
2372,1810,3,1,17,44.92,4.49,6.74,2.25
2373,6236,1,1,28,9.82,0.98,1.47,0.49
2374,5150,2,3,29,10.21,1.02,1.53,0.51
2375,6647,2,2,15,39.67,3.97,5.95,1.98
2376,7072,2,2,46,16.58,1.66,2.49,0.83
2377,3658,3,2,4,7.82,0.78,1.17,0.39
2378,4917,1,1,1,8.99,0.9,1.35,0.45
2379,5089,2,2,38,47.95,4.8,7.19,2.39
2380,182,2,3,12,5.13,0.51,0.77,0.26
2381,6184,3,3,24,27.13,2.71,4.07,1.36
2382,1713,2,1,3,29.65,2.96,4.45,1.49
2383,233,2,3,16,37.81,3.78,5.67,1.89
2384,4593,2,2,30,44.02,4.4,6.6,2.2
2385,838,2,1,9,16.08,1.61,2.41,0.8
2386,2981,1,3,11,18.05,1.81,2.71,0.9
2387,6588,2,2,31,41.24,4.12,6.19,2.07
2388,3607,1,1,42,13.25,1.33,1.99,0.66
2389,1170,2,3,7,27.0,2.7,4.05,1.35
2390,5224,3,1,43,47.71,4.77,7.16,2.39
2391,3064,2,3,14,22.72,2.27,3.41,1.14
2392,8473,1,3,5,20.24,2.02,3.04,1.02
2393,6972,1,1,39,23.69,2.37,3.55,1.18
2394,5840,3,3,13,23.23,2.32,3.48,1.16
2395,5345,3,1,9,12.68,1.27,1.9,0.63
2396,1090,3,3,34,29.4,2.94,4.41,1.47
2397,5313,3,1,25,48.7,4.87,7.3,2.43
2398,525,2,2,49,29.45,2.94,4.42,1.48
2399,2148,2,3,23,32.59,3.26,4.89,1.63
2400,1921,2,1,20,29.25,2.92,4.39,1.47
2401,8624,3,1,13,5.54,0.55,0.83,0.28
2402,7903,2,2,26,11.36,1.14,1.7,0.56
2403,6452,3,3,41,31.94,3.19,4.79,1.6
2404,2134,3,1,3,10.99,1.1,1.65,0.55
2405,7701,1,1,27,15.64,1.56,2.35,0.79
2406,4180,2,2,2,9.25,0.92,1.39,0.47
2407,958,1,2,35,6.87,0.69,1.03,0.34
2408,8154,2,1,43,37.27,3.73,5.59,1.86
2409,1212,2,1,42,37.57,3.76,5.64,1.88
2410,7479,1,3,50,21.16,2.12,3.17,1.05
2411,4744,1,3,34,5.78,0.58,0.87,0.29
2412,873,2,1,7,40.67,4.07,6.1,2.03
2413,1023,3,1,43,46.11,4.61,6.92,2.31
2414,8236,1,2,5,49.71,4.97,7.46,2.49
2415,6721,1,3,6,18.9,1.89,2.83,0.94
2416,410,3,3,9,36.52,3.65,5.48,1.83
2417,2834,2,3,48,39.09,3.91,5.86,1.95
2418,4902,3,3,30,46.6,4.66,6.99,2.33
2419,8460,3,1,24,6.59,0.66,0.99,0.33
2420,5027,1,2,49,48.38,4.84,7.26,2.42
2421,8605,3,3,23,19.23,1.92,2.88,0.96
2422,2742,1,1,43,5.13,0.51,0.77,0.26
2423,6091,2,1,29,23.69,2.37,3.55,1.18
2424,5368,2,1,37,38.13,3.81,5.72,1.91
2425,7921,3,2,40,7.76,0.78,1.16,0.38
2426,1730,2,2,14,22.22,2.22,3.33,1.11
2427,260,2,1,42,39.99,4.0,6.0,2.0
2428,6921,3,2,21,16.78,1.68,2.52,0.84
2429,1746,3,1,39,27.3,2.73,4.1,1.37
2430,4436,2,2,9,31.22,3.12,4.68,1.56
2431,1402,1,3,39,47.64,4.76,7.15,2.39
2432,3337,1,3,24,7.03,0.7,1.05,0.35
2433,2201,2,3,14,46.4,4.64,6.96,2.32
2434,8215,3,3,17,5.39,0.54,0.81,0.27
2435,7780,1,1,9,34.06,3.41,5.11,1.7
2436,6299,3,2,37,47.65,4.76,7.15,2.39
2437,5132,1,2,19,16.73,1.67,2.51,0.84
2438,6721,3,1,5,7.92,0.79,1.19,0.4
2439,7299,3,3,19,22.03,2.2,3.3,1.1
2440,3845,3,2,24,13.11,1.31,1.97,0.66
2441,7337,1,3,12,28.72,2.87,4.31,1.44
2442,7405,2,2,4,9.65,0.97,1.45,0.48
2443,2255,1,2,37,37.92,3.79,5.69,1.9
2444,6157,2,2,36,35.31,3.53,5.3,1.77
2445,8629,2,2,49,49.04,4.9,7.36,2.46
2446,5031,1,3,11,16.02,1.6,2.4,0.8
2447,4841,1,3,5,17.91,1.79,2.69,0.9
2448,4164,2,2,47,19.91,1.99,2.99,1.0
2449,4930,2,2,36,24.8,2.48,3.72,1.24
2450,2982,3,2,2,44.56,4.46,6.68,2.22
2451,5742,2,1,50,44.49,4.45,6.67,2.22
2452,4501,1,3,34,18.01,1.8,2.7,0.9
2453,5092,2,3,17,39.28,3.93,5.89,1.96
2454,8589,2,3,16,39.88,3.99,5.98,1.99
2455,4723,3,3,10,30.65,3.06,4.6,1.54
2456,345,3,1,21,16.44,1.64,2.47,0.83
2457,504,3,2,42,16.77,1.68,2.52,0.84
2458,6072,3,2,6,28.52,2.85,4.28,1.43
2459,5998,2,1,5,48.13,4.81,7.22,2.41
2460,3747,2,2,37,27.95,2.8,4.19,1.39
2461,2545,3,1,12,22.69,2.27,3.4,1.13
2462,6921,3,1,10,19.82,1.98,2.97,0.99
2463,2748,1,3,32,6.58,0.66,0.99,0.33
2464,5811,2,3,10,19.0,1.9,2.85,0.95
2465,2410,1,2,30,41.31,4.13,6.2,2.07
2466,103,3,2,39,23.25,2.33,3.49,1.16
2467,1345,2,2,50,21.27,2.13,3.19,1.06
2468,5237,2,3,19,33.29,3.33,4.99,1.66
2469,2757,1,1,34,21.22,2.12,3.18,1.06
2470,2423,2,1,22,21.35,2.14,3.2,1.06
2471,8737,2,3,31,37.11,3.71,5.57,1.86
2472,2914,3,2,40,39.47,3.95,5.92,1.97
2473,3844,2,2,27,23.88,2.39,3.58,1.19
2474,714,3,1,38,35.72,3.57,5.36,1.79
2475,7886,3,1,42,26.32,2.63,3.95,1.32
2476,6292,1,1,37,29.28,2.93,4.39,1.46
2477,3747,1,2,41,8.84,0.88,1.33,0.45
2478,162,2,2,47,47.45,4.74,7.12,2.38
2479,2393,2,1,45,7.34,0.73,1.1,0.37
2480,537,2,1,43,29.89,2.99,4.48,1.49
2481,8498,2,3,48,35.69,3.57,5.35,1.78
2482,1812,2,3,18,27.44,2.74,4.12,1.38
2483,3218,1,3,38,14.51,1.45,2.18,0.73
2484,3598,3,2,45,44.41,4.44,6.66,2.22
2485,207,3,2,2,16.66,1.67,2.5,0.83
2486,4042,2,3,20,39.45,3.94,5.92,1.98
2487,7831,1,2,25,31.94,3.19,4.79,1.6
2488,4086,1,1,42,14.34,1.43,2.15,0.72
2489,2655,3,3,7,5.41,0.54,0.81,0.27
2490,6643,2,3,28,48.37,4.84,7.26,2.42
2491,7907,2,2,25,5.57,0.56,0.84,0.28
2492,1292,2,1,44,18.04,1.8,2.71,0.91
2493,8291,2,2,10,6.84,0.68,1.03,0.35
2494,784,2,1,14,38.66,3.87,5.8,1.93
2495,1596,1,3,46,17.61,1.76,2.64,0.88
2496,2451,3,2,11,9.01,0.9,1.35,0.45
2497,214,3,2,26,22.02,2.2,3.3,1.1
2498,7481,1,3,40,20.02,2.0,3.0,1.0
2499,2784,1,2,7,39.44,3.94,5.92,1.98
2500,3484,2,2,33,14.88,1.49,2.23,0.74
2501,8426,3,2,38,31.4,3.14,4.71,1.57
2502,3930,3,1,21,42.54,4.25,6.38,2.13
2503,1490,3,2,38,33.34,3.33,5.0,1.67
2504,2903,1,1,12,9.72,0.97,1.46,0.49
2505,4703,2,1,17,18.29,1.83,2.74,0.91
2506,6252,1,3,41,16.09,1.61,2.41,0.8
2507,1510,3,3,50,14.02,1.4,2.1,0.7
2508,4431,1,2,16,6.83,0.68,1.02,0.34
2509,1590,1,2,29,23.42,2.34,3.51,1.17
2510,1507,1,1,26,33.36,3.34,5.0,1.66
2511,235,1,2,38,10.28,1.03,1.54,0.51
2512,5912,1,2,31,5.49,0.55,0.82,0.27
2513,7316,2,3,24,8.19,0.82,1.23,0.41
2514,3830,2,3,30,15.3,1.53,2.3,0.77
2515,5050,2,3,33,31.82,3.18,4.77,1.59
2516,8537,3,3,43,18.64,1.86,2.8,0.94
2517,7145,2,2,23,41.09,4.11,6.16,2.05
2518,2792,1,1,2,28.74,2.87,4.31,1.44
2519,7256,2,2,14,6.13,0.61,0.92,0.31
2520,2068,1,2,10,35.19,3.52,5.28,1.76
2521,2067,1,2,24,32.4,3.24,4.86,1.62
2522,2934,1,3,2,46.92,4.69,7.04,2.35
2523,3261,1,1,46,45.41,4.54,6.81,2.27
2524,4900,1,1,41,7.22,0.72,1.08,0.36
2525,5773,3,1,10,22.15,2.22,3.32,1.1
2526,5544,3,1,32,24.52,2.45,3.68,1.23
2527,7857,2,2,11,27.53,2.75,4.13,1.38
2528,4453,1,3,19,48.63,4.86,7.29,2.43
2529,3568,3,2,23,37.48,3.75,5.62,1.87
2530,6852,3,3,7,15.12,1.51,2.27,0.76
2531,6884,2,2,6,14.86,1.49,2.23,0.74
2532,807,1,3,3,42.25,4.23,6.34,2.11
2533,4535,1,1,27,18.8,1.88,2.82,0.94
2534,7850,1,3,24,42.86,4.29,6.43,2.14
2535,6317,1,3,34,49.31,4.93,7.4,2.47
2536,8264,3,2,37,37.77,3.78,5.67,1.89
2537,4654,2,3,9,28.75,2.88,4.31,1.43
2538,4949,2,2,10,44.03,4.4,6.6,2.2
2539,807,1,2,7,14.21,1.42,2.13,0.71
2540,7274,1,1,15,9.08,0.91,1.36,0.45
2541,4220,3,2,49,5.09,0.51,0.76,0.25
2542,6681,3,2,2,13.03,1.3,1.95,0.65
2543,5438,3,2,4,10.95,1.1,1.64,0.54
2544,5057,3,2,42,47.06,4.71,7.06,2.35
2545,7471,2,2,35,15.17,1.52,2.28,0.76
2546,489,3,1,43,6.33,0.63,0.95,0.32
2547,673,2,1,34,45.91,4.59,6.89,2.3
2548,2618,2,2,49,31.78,3.18,4.77,1.59
2549,1633,1,3,25,38.85,3.88,5.83,1.95
2550,2692,1,3,24,40.68,4.07,6.1,2.03
2551,2423,2,2,29,19.7,1.97,2.95,0.98
2552,1868,1,2,48,22.98,2.3,3.45,1.15
2553,991,1,2,11,48.91,4.89,7.34,2.45
2554,217,3,3,44,7.35,0.74,1.1,0.36
2555,606,1,2,13,15.34,1.53,2.3,0.77
2556,8638,2,1,30,39.02,3.9,5.85,1.95
2557,7826,2,3,29,38.97,3.9,5.85,1.95
2558,8557,3,1,2,10.89,1.09,1.63,0.54
2559,4126,1,3,48,24.4,2.44,3.66,1.22
2560,8661,3,3,45,34.77,3.48,5.22,1.74
2561,2481,1,3,18,47.17,4.72,7.08,2.36
2562,1879,3,2,13,47.71,4.77,7.16,2.39
2563,3357,1,3,18,36.22,3.62,5.43,1.81
2564,5458,3,2,35,36.53,3.65,5.48,1.83
2565,424,3,1,41,49.83,4.98,7.47,2.49
