Read_ID,Date_Key,Utility_Key,Vendor_Key,Customer_Key,Consumption_kWh,Cost,Revenue,Profit
29579,2358,1,2,18,38.1,3.81,5.72,1.91
29580,4406,1,2,20,37.37,3.74,5.61,1.87
29581,2965,2,2,44,44.05,4.4,6.61,2.21
29582,2282,2,1,30,12.94,1.29,1.94,0.65
29583,2845,1,3,20,18.08,1.81,2.71,0.9
29584,4298,2,1,1,38.0,3.8,5.7,1.9
29585,5701,3,2,41,26.23,2.62,3.93,1.31
29586,579,2,3,12,34.17,3.42,5.13,1.71
29587,1642,3,1,29,19.03,1.9,2.85,0.95
29588,6131,1,2,6,20.22,2.02,3.03,1.01
29589,3818,3,1,28,16.61,1.66,2.49,0.83
29590,2988,1,1,25,26.35,2.64,3.95,1.31
29591,7520,1,3,38,38.98,3.9,5.85,1.95
29592,2041,3,1,13,43.08,4.31,6.46,2.15
29593,1932,3,2,10,32.21,3.22,4.83,1.61
29594,118,2,2,33,16.97,1.7,2.55,0.85
29595,149,1,1,43,36.46,3.65,5.47,1.82
29596,3006,3,3,47,26.63,2.66,3.99,1.33
29597,2687,3,2,6,33.98,3.4,5.1,1.7
29598,6332,2,1,21,36.6,3.66,5.49,1.83
29599,6305,2,3,44,19.51,1.95,2.93,0.98
29600,963,1,2,31,37.57,3.76,5.64,1.88
29601,7942,1,3,38,35.72,3.57,5.36,1.79
29602,3694,1,3,6,5.54,0.55,0.83,0.28
29603,6742,3,3,37,13.42,1.34,2.01,0.67
29604,4597,3,3,11,33.14,3.31,4.97,1.66
29605,1049,3,2,13,42.2,4.22,6.33,2.11
29606,1993,1,2,41,21.55,2.16,3.23,1.07
29607,8231,1,1,30,11.09,1.11,1.66,0.55
29608,7583,3,3,18,37.78,3.78,5.67,1.89
29609,4493,1,3,49,44.5,4.45,6.68,2.23
29610,5663,1,3,4,27.05,2.7,4.06,1.36
29611,8492,1,1,18,44.1,4.41,6.62,2.21
29612,4710,2,2,7,21.89,2.19,3.28,1.09
29613,6151,1,3,35,6.18,0.62,0.93,0.31
29614,3092,1,3,40,39.3,3.93,5.9,1.97
29615,6203,2,3,39,18.32,1.83,2.75,0.92
29616,5630,3,2,22,14.52,1.45,2.18,0.73
29617,5616,2,2,22,18.22,1.82,2.73,0.91
29618,2891,3,1,24,10.52,1.05,1.58,0.53
29619,8595,3,2,23,14.7,1.47,2.2,0.73
29620,1435,3,1,11,45.06,4.51,6.76,2.25
29621,1808,1,1,1,48.61,4.86,7.29,2.43
29622,293,3,1,46,42.65,4.26,6.4,2.14
29623,2453,3,1,30,15.98,1.6,2.4,0.8
29624,7587,2,3,5,20.11,2.01,3.02,1.01
29625,817,2,3,16,12.09,1.21,1.81,0.6
29626,1309,1,3,6,47.61,4.76,7.14,2.38
29627,3953,1,1,9,30.01,3.0,4.5,1.5
29628,5351,1,1,6,26.74,2.67,4.01,1.34
29629,5220,2,2,3,28.44,2.84,4.27,1.43
29630,7823,1,3,15,16.7,1.67,2.5,0.83
29631,4974,3,1,43,22.55,2.26,3.38,1.12
29632,1230,3,3,29,16.72,1.67,2.51,0.84
29633,5496,3,2,9,35.83,3.58,5.37,1.79
29634,7519,1,3,29,6.74,0.67,1.01,0.34
29635,8135,3,1,47,23.86,2.39,3.58,1.19
29636,6499,2,1,35,35.55,3.56,5.33,1.77
29637,49,1,3,30,6.46,0.65,0.97,0.32
29638,4888,3,3,48,10.59,1.06,1.59,0.53
29639,8537,1,1,46,49.68,4.97,7.45,2.48
29640,1726,3,1,10,31.18,3.12,4.68,1.56
29641,117,3,3,18,21.2,2.12,3.18,1.06
29642,4651,2,2,13,34.18,3.42,5.13,1.71
29643,3752,3,1,11,46.68,4.67,7.0,2.33
29644,7518,1,3,29,23.17,2.32,3.48,1.16
29645,4885,2,2,15,43.32,4.33,6.5,2.17
29646,5869,3,1,4,36.27,3.63,5.44,1.81
29647,3712,1,2,17,42.68,4.27,6.4,2.13
29648,1796,3,1,4,33.59,3.36,5.04,1.68
29649,7408,2,3,7,39.02,3.9,5.85,1.95
29650,8116,2,1,15,43.96,4.4,6.59,2.19
29651,247,1,3,46,43.81,4.38,6.57,2.19
29652,1737,3,3,39,48.2,4.82,7.23,2.41
29653,6556,3,3,27,46.38,4.64,6.96,2.32
29654,7390,2,3,34,11.85,1.18,1.78,0.6
29655,8362,1,3,22,16.67,1.67,2.5,0.83
29656,6941,3,2,1,21.08,2.11,3.16,1.05
29657,4346,1,3,15,16.75,1.68,2.51,0.83
29658,7414,1,3,40,8.85,0.88,1.33,0.45
29659,3399,3,1,29,37.87,3.79,5.68,1.89
29660,90,1,3,4,18.07,1.81,2.71,0.9
29661,8036,1,1,4,11.77,1.18,1.77,0.59
29662,1309,1,2,4,45.39,4.54,6.81,2.27
29663,966,3,1,21,24.13,2.41,3.62,1.21
29664,4159,2,3,11,11.93,1.19,1.79,0.6
29665,2834,1,2,28,31.37,3.14,4.71,1.57
29666,2289,1,2,6,34.11,3.41,5.12,1.71
29667,1475,1,3,31,11.64,1.16,1.75,0.59
29668,6179,1,2,6,8.19,0.82,1.23,0.41
29669,1471,1,2,8,49.49,4.95,7.42,2.47
29670,7531,2,2,47,11.2,1.12,1.68,0.56
29671,8372,1,2,24,35.1,3.51,5.26,1.75
29672,6330,2,2,23,7.12,0.71,1.07,0.36
29673,4656,1,2,6,27.06,2.71,4.06,1.35
29674,6391,1,2,14,48.43,4.84,7.26,2.42
29675,4367,3,3,32,28.65,2.86,4.3,1.44
29676,7455,2,2,41,43.47,4.35,6.52,2.17
29677,1493,3,3,23,32.73,3.27,4.91,1.64
29678,2703,1,1,20,35.73,3.57,5.36,1.79
29679,4603,3,3,38,40.55,4.06,6.08,2.02
29680,2079,2,2,10,17.27,1.73,2.59,0.86
29681,3330,1,1,9,20.79,2.08,3.12,1.04
29682,5169,1,2,12,38.07,3.81,5.71,1.9
29683,8371,1,2,16,13.43,1.34,2.01,0.67
29684,701,3,1,7,33.61,3.36,5.04,1.68
29685,1004,2,1,12,7.29,0.73,1.09,0.36
29686,3393,1,2,35,26.73,2.67,4.01,1.34
29687,984,2,1,1,41.65,4.16,6.25,2.09
29688,7375,3,2,16,36.27,3.63,5.44,1.81
29689,1948,1,1,7,16.06,1.61,2.41,0.8
29690,4963,3,2,47,25.99,2.6,3.9,1.3
29691,4021,2,3,48,26.45,2.64,3.97,1.33
29692,2734,2,2,5,19.16,1.92,2.87,0.95
29693,3646,1,3,32,14.68,1.47,2.2,0.73
29694,7843,3,2,39,14.75,1.48,2.21,0.73
29695,7489,3,1,44,18.26,1.83,2.74,0.91
29696,875,3,3,42,46.88,4.69,7.03,2.34
29697,8219,3,2,38,13.34,1.33,2.0,0.67
29698,7974,3,2,48,16.96,1.7,2.54,0.84
29699,737,2,1,8,40.84,4.08,6.13,2.05
29700,798,3,3,45,7.08,0.71,1.06,0.35
29701,466,3,2,2,26.66,2.67,4.0,1.33
29702,4129,1,2,30,24.38,2.44,3.66,1.22
29703,4059,1,3,7,7.7,0.77,1.16,0.39
29704,1484,2,2,47,36.94,3.69,5.54,1.85
29705,5272,3,3,12,18.31,1.83,2.75,0.92
29706,5558,3,2,33,25.31,2.53,3.8,1.27
29707,3249,1,2,32,32.07,3.21,4.81,1.6
29708,6605,1,1,33,14.84,1.48,2.23,0.75
29709,1577,3,1,46,26.44,2.64,3.97,1.33
29710,2362,1,2,2,47.89,4.79,7.18,2.39
29711,5065,3,3,47,39.8,3.98,5.97,1.99
29712,5818,3,2,14,22.06,2.21,3.31,1.1
29713,1441,2,1,45,20.06,2.01,3.01,1.0
29714,3864,1,3,47,34.55,3.46,5.18,1.72
29715,8672,1,2,1,30.83,3.08,4.62,1.54
29716,5819,1,3,30,6.56,0.66,0.98,0.32
29717,6638,2,2,23,48.18,4.82,7.23,2.41
29718,2099,1,1,43,8.2,0.82,1.23,0.41
29719,5438,1,3,19,28.21,2.82,4.23,1.41
29720,1575,3,3,14,46.53,4.65,6.98,2.33
29721,107,1,1,42,19.71,1.97,2.96,0.99
29722,6748,3,1,30,31.23,3.12,4.68,1.56
29723,323,1,1,35,36.08,3.61,5.41,1.8
29724,1702,1,3,32,22.44,2.24,3.37,1.13
29725,6008,1,2,6,27.08,2.71,4.06,1.35
29726,2653,3,2,23,43.95,4.4,6.59,2.19
29727,5689,3,3,46,11.62,1.16,1.74,0.58
29728,1061,1,3,46,12.8,1.28,1.92,0.64
29729,1452,3,2,42,22.4,2.24,3.36,1.12
29730,76,1,1,1,28.16,2.82,4.22,1.4
29731,2200,2,1,8,48.43,4.84,7.26,2.42
29732,886,2,1,17,29.45,2.94,4.42,1.48
29733,6120,2,2,3,10.13,1.01,1.52,0.51
29734,1977,3,3,1,32.77,3.28,4.92,1.64
29735,6013,3,1,7,27.19,2.72,4.08,1.36
29736,106,2,2,14,46.87,4.69,7.03,2.34
29737,4185,2,2,19,18.25,1.83,2.74,0.91
29738,4617,1,3,42,46.98,4.7,7.05,2.35
29739,2151,2,3,19,34.09,3.41,5.11,1.7
29740,4261,3,2,39,42.32,4.23,6.35,2.12
29741,6619,1,2,49,46.11,4.61,6.92,2.31
29742,5593,3,2,6,33.88,3.39,5.08,1.69
29743,2397,3,3,38,44.47,4.45,6.67,2.22
29744,2276,1,2,38,24.43,2.44,3.66,1.22
29745,3365,3,2,39,26.57,2.66,3.99,1.33
29746,5418,3,1,34,40.59,4.06,6.09,2.03
29747,3069,2,2,16,33.97,3.4,5.1,1.7
29748,6733,3,1,28,22.75,2.28,3.41,1.13
29749,5912,1,3,44,47.95,4.8,7.19,2.39
29750,5909,2,2,19,24.06,2.41,3.61,1.2
29751,1595,1,1,49,26.68,2.67,4.0,1.33
29752,1551,1,2,47,13.82,1.38,2.07,0.69
29753,6822,3,2,44,45.99,4.6,6.9,2.3
29754,4362,1,2,17,16.32,1.63,2.45,0.82
29755,538,2,1,6,25.41,2.54,3.81,1.27
29756,1250,1,2,22,23.77,2.38,3.57,1.19
29757,8109,2,2,45,12.79,1.28,1.92,0.64
29758,4926,1,2,42,6.77,0.68,1.02,0.34
29759,306,2,3,1,38.12,3.81,5.72,1.91
29760,2457,3,2,48,36.47,3.65,5.47,1.82
29761,3387,1,2,18,39.52,3.95,5.93,1.98
29762,6857,2,2,8,17.04,1.7,2.56,0.86
29763,1551,1,2,19,40.57,4.06,6.09,2.03
29764,3485,2,3,25,23.24,2.32,3.49,1.17
29765,5714,1,2,45,21.48,2.15,3.22,1.07
29766,2493,2,1,13,49.02,4.9,7.35,2.45
29767,584,1,2,8,36.72,3.67,5.51,1.84
29768,2886,2,3,6,28.06,2.81,4.21,1.4
29769,1086,2,2,47,9.15,0.92,1.37,0.45
29770,8525,3,2,29,45.7,4.57,6.86,2.29
29771,2514,3,3,44,37.3,3.73,5.6,1.87
29772,7440,3,3,43,47.7,4.77,7.16,2.39
29773,7101,3,1,38,37.53,3.75,5.63,1.88
29774,265,3,2,12,28.27,2.83,4.24,1.41
29775,6318,1,2,48,30.39,3.04,4.56,1.52
29776,229,2,1,2,21.4,2.14,3.21,1.07
29777,8494,2,2,12,5.52,0.55,0.83,0.28
29778,3029,2,3,24,12.9,1.29,1.94,0.65
29779,169,2,1,45,39.31,3.93,5.9,1.97
29780,7505,2,1,2,18.05,1.81,2.71,0.9
29781,5893,1,2,30,5.46,0.55,0.82,0.27
29782,6800,3,2,38,22.26,2.23,3.34,1.11
29783,4295,1,1,2,35.66,3.57,5.35,1.78
29784,4798,2,1,7,38.99,3.9,5.85,1.95
29785,4553,1,1,12,35.28,3.53,5.29,1.76
29786,2667,2,1,9,47.12,4.71,7.07,2.36
29787,5536,2,1,48,15.84,1.58,2.38,0.8
29788,4882,1,2,47,16.04,1.6,2.41,0.81
29789,8130,3,1,42,15.42,1.54,2.31,0.77
29790,172,1,2,15,27.24,2.72,4.09,1.37
29791,8199,3,1,27,49.76,4.98,7.46,2.48
29792,4359,3,1,25,30.89,3.09,4.63,1.54
29793,4050,1,2,15,9.39,0.94,1.41,0.47
29794,1163,3,3,22,19.61,1.96,2.94,0.98
29795,7947,3,1,10,40.35,4.04,6.05,2.01
29796,8260,2,3,4,10.47,1.05,1.57,0.52
29797,3354,1,2,43,17.75,1.78,2.66,0.88
29798,8165,1,3,16,10.47,1.05,1.57,0.52
29799,4218,2,3,47,36.88,3.69,5.53,1.84
29800,6612,1,1,15,43.52,4.35,6.53,2.18
29801,2360,3,2,48,48.44,4.84,7.27,2.43
29802,6352,1,3,44,19.52,1.95,2.93,0.98
29803,229,2,2,19,46.74,4.67,7.01,2.34
29804,900,3,1,48,11.09,1.11,1.66,0.55
29805,7667,3,1,50,22.51,2.25,3.38,1.13
29806,6602,1,2,36,8.99,0.9,1.35,0.45
29807,7471,3,3,7,36.9,3.69,5.53,1.84
29808,645,1,1,3,47.85,4.78,7.18,2.4
29809,4108,1,2,5,7.02,0.7,1.05,0.35
29810,5235,2,2,29,47.64,4.76,7.15,2.39
29811,4879,3,2,31,5.6,0.56,0.84,0.28
29812,4784,2,2,40,35.64,3.56,5.35,1.79
29813,5171,3,2,46,40.5,4.05,6.08,2.03
29814,4967,3,1,25,38.27,3.83,5.74,1.91
29815,1811,3,3,19,8.68,0.87,1.3,0.43
29816,7380,3,1,41,18.93,1.89,2.84,0.95
29817,6147,3,2,9,37.26,3.73,5.59,1.86
29818,6005,3,1,25,48.08,4.81,7.21,2.4
29819,68,1,2,36,14.1,1.41,2.11,0.7
29820,1824,1,2,50,48.58,4.86,7.29,2.43
29821,7021,1,3,29,38.86,3.89,5.83,1.94
29822,1737,2,1,28,30.23,3.02,4.53,1.51
29823,2283,3,2,19,33.04,3.3,4.96,1.66
29824,3944,1,3,29,27.6,2.76,4.14,1.38
29825,3557,3,1,18,6.48,0.65,0.97,0.32
29826,337,2,2,8,8.93,0.89,1.34,0.45
29827,4594,3,3,16,15.92,1.59,2.39,0.8
29828,5675,3,3,28,42.59,4.26,6.39,2.13
29829,7348,2,1,14,42.28,4.23,6.34,2.11
29830,5019,1,2,12,13.72,1.37,2.06,0.69
29831,6822,3,2,15,21.76,2.18,3.26,1.08
29832,7209,2,1,33,12.44,1.24,1.87,0.63
29833,2124,3,2,35,39.33,3.93,5.9,1.97
29834,5148,2,3,35,18.5,1.85,2.78,0.93
29835,4288,1,1,2,18.74,1.87,2.81,0.94
29836,5623,3,2,15,10.77,1.08,1.62,0.54
29837,5932,2,3,27,49.56,4.96,7.43,2.47
29838,558,1,3,3,20.15,2.02,3.02,1.0
29839,466,2,1,9,8.7,0.87,1.3,0.43
29840,1425,1,2,33,48.8,4.88,7.32,2.44
29841,5051,2,2,47,35.26,3.53,5.29,1.76
29842,3295,3,2,43,10.71,1.07,1.61,0.54
29843,8058,1,2,29,5.22,0.52,0.78,0.26
29844,4492,3,3,46,42.88,4.29,6.43,2.14
29845,3447,2,3,32,32.22,3.22,4.83,1.61
29846,5665,1,1,9,21.9,2.19,3.28,1.09
29847,5800,1,3,26,19.23,1.92,2.88,0.96
29848,7547,3,2,33,24.06,2.41,3.61,1.2
29849,5692,2,3,15,21.84,2.18,3.28,1.1
29850,3103,1,3,13,8.78,0.88,1.32,0.44
29851,6760,2,2,15,46.37,4.64,6.96,2.32
29852,7755,3,2,5,44.65,4.46,6.7,2.24
29853,3464,1,1,9,7.11,0.71,1.07,0.36
29854,5053,1,1,28,47.65,4.76,7.15,2.39
29855,2994,1,1,18,29.22,2.92,4.38,1.46
29856,5121,2,1,19,27.17,2.72,4.08,1.36
29857,4584,1,3,8,20.17,2.02,3.03,1.01
29858,1989,2,2,35,11.81,1.18,1.77,0.59
29859,6807,2,3,45,9.66,0.97,1.45,0.48
29860,3642,2,3,18,11.73,1.17,1.76,0.59
29861,5524,1,3,41,15.13,1.51,2.27,0.76
29862,8455,1,3,20,42.24,4.22,6.34,2.12
29863,5281,3,2,13,31.76,3.18,4.76,1.58
29864,5305,2,3,2,16.92,1.69,2.54,0.85
29865,3798,1,3,17,17.67,1.77,2.65,0.88
29866,7864,2,1,49,6.02,0.6,0.9,0.3
29867,1018,2,3,9,30.42,3.04,4.56,1.52
29868,162,1,2,42,6.81,0.68,1.02,0.34
29869,5855,3,1,44,21.96,2.2,3.29,1.09
29870,6101,1,1,30,38.72,3.87,5.81,1.94
29871,8006,2,2,37,21.35,2.14,3.2,1.06
29872,1961,2,1,4,49.15,4.92,7.37,2.45
29873,4578,3,3,21,29.98,3.0,4.5,1.5
29874,8289,2,2,14,8.12,0.81,1.22,0.41
29875,5864,3,2,39,39.2,3.92,5.88,1.96
29876,1642,3,2,25,14.63,1.46,2.19,0.73
29877,3314,1,2,23,10.08,1.01,1.51,0.5
29878,1791,3,2,37,26.22,2.62,3.93,1.31
29879,3077,1,2,1,21.13,2.11,3.17,1.06
29880,4043,2,1,12,11.83,1.18,1.77,0.59
29881,3686,2,2,47,18.77,1.88,2.82,0.94
29882,751,1,1,33,9.65,0.97,1.45,0.48
29883,7553,1,2,47,33.76,3.38,5.06,1.68
29884,4155,1,2,45,48.78,4.88,7.32,2.44
29885,5596,2,2,49,17.74,1.77,2.66,0.89
29886,4572,3,3,1,41.08,4.11,6.16,2.05
29887,8446,1,2,13,5.09,0.51,0.76,0.25
29888,3043,1,1,22,5.25,0.52,0.79,0.27
29889,3288,3,1,43,43.06,4.31,6.46,2.15
29890,6181,3,2,5,43.16,4.32,6.47,2.15
29891,1968,3,2,34,25.01,2.5,3.75,1.25
29892,608,2,1,6,40.65,4.07,6.1,2.03
29893,4937,2,1,42,45.67,4.57,6.85,2.28
29894,1665,3,1,3,41.81,4.18,6.27,2.09
29895,2376,2,1,21,15.11,1.51,2.27,0.76
29896,1635,1,2,43,36.6,3.66,5.49,1.83
29897,6053,3,3,33,10.18,1.02,1.53,0.51
29898,2737,1,2,25,32.94,3.29,4.94,1.65
29899,6941,1,3,15,44.45,4.44,6.67,2.23
29900,6967,1,2,45,23.96,2.4,3.59,1.19
29901,2109,2,1,11,11.41,1.14,1.71,0.57
29902,7166,1,2,48,8.73,0.87,1.31,0.44
29903,5856,1,3,20,12.0,1.2,1.8,0.6
29904,2789,3,1,4,41.35,4.14,6.2,2.06
29905,2857,3,2,25,41.96,4.2,6.29,2.09
29906,4529,2,2,24,42.95,4.3,6.44,2.14
29907,1826,2,2,25,11.77,1.18,1.77,0.59
29908,8213,2,2,44,25.9,2.59,3.88,1.29
29909,5220,2,2,7,22.33,2.23,3.35,1.12
29910,4204,2,1,20,20.44,2.04,3.07,1.03
29911,289,3,3,25,37.01,3.7,5.55,1.85
29912,6282,2,3,34,28.75,2.88,4.31,1.43
29913,6626,2,3,42,5.45,0.55,0.82,0.27
29914,2377,1,3,30,45.67,4.57,6.85,2.28
29915,8199,3,2,32,23.09,2.31,3.46,1.15
29916,76,3,2,42,18.09,1.81,2.71,0.9
29917,6167,3,2,23,35.75,3.58,5.36,1.78
29918,8384,3,1,50,46.02,4.6,6.9,2.3
29919,1907,1,1,20,12.06,1.21,1.81,0.6
29920,3995,1,2,27,21.4,2.14,3.21,1.07
29921,4879,1,3,9,33.94,3.39,5.09,1.7
29922,1628,1,3,42,8.17,0.82,1.23,0.41
29923,5315,2,3,45,37.38,3.74,5.61,1.87
29924,2762,2,1,1,32.29,3.23,4.84,1.61
29925,6489,1,3,33,29.64,2.96,4.45,1.49
29926,5380,1,1,44,45.35,4.54,6.8,2.26
29927,6405,2,1,33,10.38,1.04,1.56,0.52
29928,3271,3,1,31,46.71,4.67,7.01,2.34
29929,2762,3,3,43,23.31,2.33,3.5,1.17
29930,2,2,3,37,49.26,4.93,7.39,2.46
29931,824,1,3,18,36.02,3.6,5.4,1.8
29932,6853,3,2,34,12.58,1.26,1.89,0.63
29933,5209,3,2,43,5.27,0.53,0.79,0.26
29934,8076,2,1,16,47.1,4.71,7.06,2.35
29935,5391,2,2,43,42.93,4.29,6.44,2.15
29936,1875,3,2,38,45.16,4.52,6.77,2.25
29937,1445,1,1,47,45.47,4.55,6.82,2.27
29938,7296,3,2,7,29.34,2.93,4.4,1.47
29939,3963,2,2,22,25.12,2.51,3.77,1.26
29940,7445,2,1,18,25.24,2.52,3.79,1.27
29941,6048,1,1,2,36.76,3.68,5.51,1.83
29942,8117,2,1,23,30.19,3.02,4.53,1.51
29943,1471,3,2,45,10.73,1.07,1.61,0.54
29944,5593,2,1,16,14.84,1.48,2.23,0.75
29945,1523,2,3,13,22.39,2.24,3.36,1.12
29946,586,1,2,34,12.62,1.26,1.89,0.63
29947,7890,2,2,26,11.73,1.17,1.76,0.59
29948,2045,1,1,30,48.5,4.85,7.28,2.43
29949,3845,3,1,38,11.83,1.18,1.77,0.59
29950,3262,3,2,33,35.59,3.56,5.34,1.78
29951,4897,3,3,16,19.84,1.98,2.98,1.0
29952,7160,3,2,18,35.31,3.53,5.3,1.77
29953,3756,3,2,9,44.09,4.41,6.61,2.2
29954,7264,3,2,20,25.32,2.53,3.8,1.27
29955,782,2,1,29,14.3,1.43,2.14,0.71
29956,3710,1,2,19,7.52,0.75,1.13,0.38
29957,6966,1,3,21,41.89,4.19,6.28,2.09
29958,1225,2,1,47,38.41,3.84,5.76,1.92
29959,8474,1,3,32,37.53,3.75,5.63,1.88
29960,6327,1,2,44,45.38,4.54,6.81,2.27
29961,6684,3,2,32,6.66,0.67,1.0,0.33
29962,3801,2,3,21,47.71,4.77,7.16,2.39
29963,5888,3,2,47,16.51,1.65,2.48,0.83
29964,5793,1,1,33,12.7,1.27,1.9,0.63
29965,3074,1,2,33,33.18,3.32,4.98,1.66
29966,1440,2,3,18,35.32,3.53,5.3,1.77
29967,3560,3,1,26,26.37,2.64,3.96,1.32
29968,629,1,3,33,44.27,4.43,6.64,2.21
29969,685,2,1,15,6.86,0.69,1.03,0.34
29970,5616,2,3,45,30.54,3.05,4.58,1.53
29971,3226,2,3,47,5.45,0.55,0.82,0.27
29972,7899,1,2,45,14.2,1.42,2.13,0.71
29973,738,2,3,36,47.51,4.75,7.13,2.38
29974,2258,3,1,21,15.29,1.53,2.29,0.76
29975,2061,3,2,8,7.59,0.76,1.14,0.38
29976,5396,1,2,17,20.5,2.05,3.08,1.03
29977,2982,1,3,13,41.1,4.11,6.16,2.05
29978,4051,3,2,24,9.3,0.93,1.4,0.47
29979,4703,1,1,42,32.91,3.29,4.94,1.65
29980,2702,3,1,5,14.42,1.44,2.16,0.72
29981,6410,2,3,11,6.77,0.68,1.02,0.34
29982,7031,3,3,47,44.9,4.49,6.74,2.25
29983,2546,1,2,20,45.15,4.51,6.77,2.26
29984,5653,2,2,18,34.28,3.43,5.14,1.71
29985,1080,2,1,39,14.39,1.44,2.16,0.72
29986,5165,3,2,34,12.89,1.29,1.93,0.64
29987,4671,2,3,22,44.91,4.49,6.74,2.25
29988,2861,3,3,1,47.47,4.75,7.12,2.37
29989,1090,2,2,39,36.33,3.63,5.45,1.82
29990,1572,1,1,28,28.84,2.88,4.33,1.45
29991,1362,1,1,45,9.52,0.95,1.43,0.48
29992,3817,2,3,7,44.56,4.46,6.68,2.22
29993,4803,3,2,49,7.18,0.72,1.08,0.36
29994,5159,3,1,32,29.08,2.91,4.36,1.45
29995,6762,3,1,37,16.62,1.66,2.49,0.83
29996,3267,2,3,21,20.56,2.06,3.08,1.02
29997,6535,2,1,47,14.07,1.41,2.11,0.7
29998,1293,3,3,34,40.14,4.01,6.02,2.01
29999,4292,2,3,26,5.49,0.55,0.82,0.27
30000,491,2,2,48,24.91,2.49,3.74,1.25
30001,7232,3,2,43,42.31,4.23,6.35,2.12
30002,7851,2,3,29,44.41,4.44,6.66,2.22
30003,5453,3,2,23,7.08,0.71,1.06,0.35
30004,7002,2,2,37,9.5,0.95,1.42,0.47
30005,7174,1,1,46,50.0,5.0,7.5,2.5
30006,6901,2,2,44,45.76,4.58,6.86,2.28
30007,3772,3,1,16,25.42,2.54,3.81,1.27
30008,2950,1,2,40,19.77,1.98,2.97,0.99
30009,8261,2,1,25,12.9,1.29,1.94,0.65
30010,7079,1,2,43,42.88,4.29,6.43,2.14
30011,7365,1,3,34,44.12,4.41,6.62,2.21
30012,2842,3,2,33,48.68,4.87,7.3,2.43
30013,1675,3,3,49,11.03,1.1,1.65,0.55
30014,6678,1,2,2,13.73,1.37,2.06,0.69
30015,2524,1,2,23,36.4,3.64,5.46,1.82
30016,7441,1,2,21,43.83,4.38,6.57,2.19
30017,5311,3,1,44,39.54,3.95,5.93,1.98
30018,3369,1,2,31,40.15,4.01,6.02,2.01
30019,3674,2,2,13,29.21,2.92,4.38,1.46
30020,5642,2,2,40,15.1,1.51,2.26,0.75
30021,8489,3,3,36,21.06,2.11,3.16,1.05
30022,223,3,2,36,12.36,1.24,1.85,0.61
30023,8534,1,1,23,10.25,1.03,1.54,0.51
30024,3598,2,1,12,33.41,3.34,5.01,1.67
30025,3921,3,2,4,48.1,4.81,7.22,2.41
30026,1445,3,2,37,27.34,2.73,4.1,1.37
30027,4205,1,1,37,9.75,0.98,1.46,0.48
30028,760,2,1,38,37.57,3.76,5.64,1.88
30029,5216,2,3,19,49.78,4.98,7.47,2.49
30030,6956,3,2,2,20.03,2.0,3.0,1.0
30031,5087,3,3,12,35.92,3.59,5.39,1.8
30032,592,2,2,18,32.82,3.28,4.92,1.64
30033,356,2,2,18,26.33,2.63,3.95,1.32
30034,331,3,1,40,32.46,3.25,4.87,1.62
30035,1089,3,2,31,33.85,3.38,5.08,1.7
30036,7574,2,2,10,28.55,2.86,4.28,1.42
30037,8707,1,2,36,34.49,3.45,5.17,1.72
30038,7393,3,1,35,15.74,1.57,2.36,0.79
30039,6938,1,3,35,11.02,1.1,1.65,0.55
30040,1695,2,3,1,36.71,3.67,5.51,1.84
30041,5666,1,1,22,25.69,2.57,3.85,1.28
30042,6581,3,3,47,15.05,1.5,2.26,0.76
30043,7931,3,2,46,9.22,0.92,1.38,0.46
30044,2004,2,3,26,27.14,2.71,4.07,1.36
30045,241,2,1,48,22.09,2.21,3.31,1.1
30046,3076,2,1,1,36.68,3.67,5.5,1.83
30047,4092,3,2,27,45.51,4.55,6.83,2.28
30048,1423,3,3,39,48.42,4.84,7.26,2.42
30049,2934,2,3,18,14.61,1.46,2.19,0.73
30050,4644,2,3,21,12.0,1.2,1.8,0.6
30051,2309,1,2,9,16.04,1.6,2.41,0.81
30052,3838,1,1,45,41.9,4.19,6.28,2.09
30053,499,3,1,17,35.32,3.53,5.3,1.77
30054,4011,1,2,25,42.23,4.22,6.33,2.11
30055,6230,2,2,39,9.24,0.92,1.39,0.47
30056,7787,1,2,5,21.53,2.15,3.23,1.08
30057,8325,2,1,22,23.65,2.36,3.55,1.19
30058,3440,3,1,25,22.72,2.27,3.41,1.14
30059,724,1,3,25,40.8,4.08,6.12,2.04
30060,5661,3,3,25,44.6,4.46,6.69,2.23
30061,1422,2,1,21,30.83,3.08,4.62,1.54
30062,5543,2,2,39,36.08,3.61,5.41,1.8
30063,8006,3,3,6,28.92,2.89,4.34,1.45
30064,67,3,3,3,33.56,3.36,5.03,1.67
30065,8215,1,3,25,34.02,3.4,5.1,1.7
30066,3119,2,1,49,28.12,2.81,4.22,1.41
30067,6087,1,3,8,10.25,1.03,1.54,0.51
30068,3216,2,1,39,24.58,2.46,3.69,1.23
30069,964,3,2,16,17.82,1.78,2.67,0.89
30070,753,1,1,36,43.44,4.34,6.52,2.18
30071,6828,1,2,20,9.66,0.97,1.45,0.48
30072,650,2,1,20,24.05,2.41,3.61,1.2
30073,5534,1,2,26,28.76,2.88,4.31,1.43
30074,1241,1,2,18,32.22,3.22,4.83,1.61
30075,5268,1,2,5,6.51,0.65,0.98,0.33
30076,2300,2,1,34,9.39,0.94,1.41,0.47
30077,2351,2,1,38,5.32,0.53,0.8,0.27
30078,1408,1,2,21,26.85,2.69,4.03,1.34
